16/06/2009,Reference: 042000000715D000009556F,4.1,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715D000009556E,3.38,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
17/06/2009,Reference: 042000000715D000009556D,2.76,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715D000009556C,2.76,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007137I,2.76,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007137H,2.76,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007137G,2.76,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007137F,2.76,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007137E,2.76,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007137D,2.76,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007137C,3.95,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007137B,4.2,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007137A,4.35,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007137{,4.36,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007136I,4.42,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007136H,4.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007136G,5.21,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007136F,5.25,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007136E,5.7,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007136D,6.61,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007136C,6.65,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007136B,6.7,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007136A,6.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007136{,6.88,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007135I,7.14,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007135H,7.15,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007135G,7.45,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007135F,7.52,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007135E,7.65,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007135D,8.25,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007135C,8.7,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007135B,8.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007135A,8.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007135{,8.99,AMAZON.CO.UK,BOOKS AMAZON EU
16/06/2009,Reference: 042000000715B000007134I,9.5,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715B000007134H,9.55,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007134G,9.72,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007134F,9.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007134E,9.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007134D,9.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007134C,10.15,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715B000007134B,10.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007134A,10.79,AMAZON.CO.UK,BOOKS AMAZON EU
15/06/2009,Reference: 042000000715B000007134{,11.24,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007133I,11.37,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007133H,11.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007133G,12.66,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007133F,12.7,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007133E,12.7,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007133D,12.74,AMAZON.CO.UK,BOOKS AMAZON EU
15/06/2009,Reference: 042000000715B000007133C,12.79,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007133B,13.46,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007133A,13.59,AMAZON.CO.UK,BOOKS AMAZON EU
15/06/2009,Reference: 042000000715B000007133{,15.3,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007132I,15.95,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007132H,17.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007132G,17.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007132F,18.17,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007132E,18.43,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007132D,18.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007132C,20.69,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007132B,20.7,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007132A,22.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007132{,23,AMAZON.CO.UK,BOOKS AMAZON EU
16/06/2009,Reference: 042000000715B000007131I,-25.08,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007131H,25.5,AMAZON.CO.UK,BOOKS AMAZON EU
15/06/2009,Reference: 042000000715B000007131G,25.59,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007131F,27.57,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007131E,27.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715B000007131D,27.99,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007131C,28.45,AMAZON.CO.UK,BOOKS AMAZON EU
16/06/2009,Reference: 042000000715B000007131B,29.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007131A,30.54,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007131{,30.76,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007130I,32.6,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007130H,33.55,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007130G,34.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007130F,38.98,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007130E,47.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007130D,51.25,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715B000007130C,52.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
16/06/2009,Reference: 042000000715B000007130B,-10000,REMITTANCE,
14/06/2009,Reference: 042000000715A000014469F,2.5,AMAZON.CO.UK,BOOKS AMAZON EU
12/06/2009,Reference: 042000000715A000014469E,2.76,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014469D,2.76,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014469C,2.76,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014469B,2.76,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014469A,3.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014469{,3.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014468I,4.2,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014468H,4.22,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014468G,4.25,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014468F,4.69,AMAZON.CO.UK,BOOKS AMAZON EU
15/06/2009,Reference: 042000000715A000014468E,4.73,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014468D,4.73,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014468C,4.73,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
12/06/2009,Reference: 042000000715A000014468B,-4.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014468A,5.05,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014468{,5.2,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014467I,5.25,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014467H,5.25,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014467G,5.3,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014467F,5.35,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
12/06/2009,Reference: 042000000715A000014467E,5.49,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014467D,5.54,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014467C,5.7,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014467B,5.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715A000014467A,5.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014467{,5.99,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014466I,6.1,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014466H,6.12,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014466G,6.23,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014466F,6.25,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
12/06/2009,Reference: 042000000715A000014466E,6.5,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014466D,6.51,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014466C,6.7,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014466B,6.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
12/06/2009,Reference: 042000000715A000014466A,6.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014466{,6.92,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014465I,6.99,AMAZON.CO.UK,BOOKS AMAZON EU
14/06/2009,Reference: 042000000715A000014465H,7,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014465G,7.13,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
12/06/2009,Reference: 042000000715A000014465F,7.14,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014465E,7.18,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
12/06/2009,Reference: 042000000715A000014465D,7.25,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014465C,7.42,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014465B,7.42,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715A000014465A,7.5,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014465{,7.7,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014464I,7.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
11/06/2009,Reference: 042000000715A000014464H,7.95,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
12/06/2009,Reference: 042000000715A000014464G,7.99,AMAZON.CO.UK,BOOKS AMAZON EU
14/06/2009,Reference: 042000000715A000014464F,8.15,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715A000014464E,8.17,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014464D,8.28,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014464C,8.56,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014464B,8.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
12/06/2009,Reference: 042000000715A000014464A,8.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715A000014464{,8.83,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
12/06/2009,Reference: 042000000715A000014463I,9.06,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014463H,9.52,AMAZON.CO.UK,BOOKS AMAZON EU
13/06/2009,Reference: 042000000715A000014463G,9.7,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014463F,10.22,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014463E,10.25,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014463D,10.32,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014463C,10.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014463B,10.95,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014463A,11.29,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
12/06/2009,Reference: 042000000715A000014463{,11.66,AMAZON.CO.UK,BOOKS AMAZON EU
12/06/2009,Reference: 042000000715A000014462I,11.7,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
15/06/2009,Reference: 042000000715A000014462H,11.7,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014462G,11.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014462F,11.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014462E,11.77,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014462D,12,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014462C,12.21,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014462B,12.22,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014462A,12.7,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014462{,12.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014461I,12.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
12/06/2009,Reference: 042000000715A000014461H,12.75,AMAZON.CO.UK,BOOKS AMAZON EU
13/06/2009,Reference: 042000000715A000014461G,12.78,AMAZON.CO.UK,BOOKS AMAZON EU
13/06/2009,Reference: 042000000715A000014461F,12.96,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014461E,13.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014461D,15.25,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
11/06/2009,Reference: 042000000715A000014461C,15.42,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
12/06/2009,Reference: 042000000715A000014461B,15.5,AMAZON.CO.UK,BOOKS AMAZON EU
13/06/2009,Reference: 042000000715A000014461A,16.14,AMAZON.CO.UK,BOOKS AMAZON EU
12/06/2009,Reference: 042000000715A000014461{,16.15,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
12/06/2009,Reference: 042000000715A000014460I,16.7,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014460H,16.95,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
12/06/2009,Reference: 042000000715A000014460G,17.25,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014460F,17.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
